extraction_key,source,gene_trait_uid,gene,candidate_trait_key,candidate_trait_name,population,genome_build,unit_analysis_role,mixed_pool,status,cache_action,data_url,index_url,local_index_path,local_index_sha256,chrom,tabix_contig,contig_match_method,window_start_1based,window_end_1based,n_raw_records,n_parsed_records,n_malformed_records,n_unique_variant_keys,n_duplicate_variant_key_rows,minimum_position,maximum_position,n_outside_locked_window,header_method,n_columns,output_parquet,output_sidecar,output_size_bytes,output_sha256,failure_reason,completed_at_utc
gt_d9617b3ca0a01afd__AFR,GBMI,gt_d9617b3ca0a01afd,ADRB2,GBMI::Asthma,Asthma,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_6ccf8d691a62_Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,f57874ae837ab86821dc50fa1627cbca730c7578b145ad5c7d3499674dccf39f,5,5,exact_contig_match,148726611,148928623,1670,1670,0,1670,0,148726836,148928438,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__AFR.parquet,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__AFR.json,74323,7c57d7614ccb52cd2348bec5240bf5306bdb1ca91a6213ea63d40bd219fef693,,2026-07-24T20:26:38.630873+00:00
gt_d9617b3ca0a01afd__AMR,GBMI,gt_d9617b3ca0a01afd,ADRB2,GBMI::Asthma,Asthma,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_3b43342a3123_Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,7534ec4fb9205dbbf1249a6611e42bff6996921dcc25c8973aea04a4b60aaa4c,5,5,exact_contig_match,148726611,148928623,996,996,0,996,0,148726836,148928119,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__AMR.parquet,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__AMR.json,46188,9b56947c396342b2214d647e712e2c63750a114418c2240568e1557c6d5bdc9c,,2026-07-24T20:26:55.615825+00:00
gt_d9617b3ca0a01afd__CSA,GBMI,gt_d9617b3ca0a01afd,ADRB2,GBMI::Asthma,Asthma,CSA,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_543e57982869_Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,dab00f1d0cd46eed5e017b3ebca90e5e0a932bd370f468831f46d418584915ec,5,5,exact_contig_match,148726611,148928623,663,663,0,663,0,148726836,148928119,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__CSA.parquet,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__CSA.json,33293,c5a996b31cd42098d2de8ffbfa79ecf224a68b925a509002ae9ff950236e56c0,,2026-07-24T20:27:57.559820+00:00
gt_d9617b3ca0a01afd__EAS,GBMI,gt_d9617b3ca0a01afd,ADRB2,GBMI::Asthma,Asthma,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_5984648da2e3_Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,01724c22525c9ed5482480dd9a382a3a82c33b4358e879e6b649182f844b5330,5,5,exact_contig_match,148726611,148928623,894,894,0,894,0,148726836,148928182,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__EAS.parquet,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__EAS.json,43419,28684dad427aa961a70d902e284e53dd8e756005126502d854b1cb002e917174,,2026-07-24T20:27:14.188107+00:00
gt_d9617b3ca0a01afd__EUR,GBMI,gt_d9617b3ca0a01afd,ADRB2,GBMI::Asthma,Asthma,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_e9119daf5f1f_Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,5c83cc6efb1aea9ad99bb556da4c9255f6e7532b63f9213f035dba577c8196d2,5,5,exact_contig_match,148726611,148928623,2010,2010,0,2010,0,148726836,148928493,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__EUR.parquet,intermediate/15b3/GBMI/gt_d9617b3ca0a01afd__EUR.json,97912,827ef6948474c85630211f287b69195d3cfbcad4e2e0fa81572ea91da5beb5cd,,2026-07-24T20:27:41.956758+00:00
gt_17737ee47ab15a2c__AFR,GBMI,gt_17737ee47ab15a2c,CHRM3,GBMI::Asthma,Asthma,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_6ccf8d691a62_Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,f57874ae837ab86821dc50fa1627cbca730c7578b145ad5c7d3499674dccf39f,1,1,exact_contig_match,239286565,240015452,5286,5286,0,5286,0,239286575,240015433,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__AFR.parquet,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__AFR.json,217490,d124aa23315ed6ba608717060316d5e41a2758d569d328a3f28cccb0d6ec2662,,2026-07-24T20:26:24.342224+00:00
gt_17737ee47ab15a2c__AMR,GBMI,gt_17737ee47ab15a2c,CHRM3,GBMI::Asthma,Asthma,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_3b43342a3123_Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,7534ec4fb9205dbbf1249a6611e42bff6996921dcc25c8973aea04a4b60aaa4c,1,1,exact_contig_match,239286565,240015452,3172,3172,0,3172,0,239286575,240015433,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__AMR.parquet,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__AMR.json,127568,42c6bc019a92b2428ea5d91242c4cf0ea698bc1098e76970e0e9094e342bb293,,2026-07-24T20:26:45.043486+00:00
gt_17737ee47ab15a2c__CSA,GBMI,gt_17737ee47ab15a2c,CHRM3,GBMI::Asthma,Asthma,CSA,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_543e57982869_Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,dab00f1d0cd46eed5e017b3ebca90e5e0a932bd370f468831f46d418584915ec,1,1,exact_contig_match,239286565,240015452,2369,2369,0,2369,0,239286575,240015433,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__CSA.parquet,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__CSA.json,95222,db09526221184001f4a0f146a28d9358788a084939a263753b29e3d56c3c9970,,2026-07-24T20:27:47.901026+00:00
gt_17737ee47ab15a2c__EAS,GBMI,gt_17737ee47ab15a2c,CHRM3,GBMI::Asthma,Asthma,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_5984648da2e3_Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,01724c22525c9ed5482480dd9a382a3a82c33b4358e879e6b649182f844b5330,1,1,exact_contig_match,239286565,240015452,3071,3071,0,3071,0,239286575,240015433,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__EAS.parquet,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__EAS.json,125632,e9363bf301bed9d979f1cb14cc8cf8241eb3edc93446c3f1f6080f16be569994,,2026-07-24T20:27:02.753118+00:00
gt_17737ee47ab15a2c__EUR,GBMI,gt_17737ee47ab15a2c,CHRM3,GBMI::Asthma,Asthma,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_e9119daf5f1f_Asthma_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,5c83cc6efb1aea9ad99bb556da4c9255f6e7532b63f9213f035dba577c8196d2,1,1,exact_contig_match,239286565,240015452,7709,7709,0,7709,0,239286566,240015433,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__EUR.parquet,intermediate/15b3/GBMI/gt_17737ee47ab15a2c__EUR.json,347138,862163aae8a6a75c241785033fa68154b48d54249c2bb68c8f4bb90f7320350c,,2026-07-24T20:27:21.259718+00:00
gt_8ec8b2adc38392c6__AFR,GBMI,gt_8ec8b2adc38392c6,CSF2,GBMI::Asthma,Asthma,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_6ccf8d691a62_Asthma_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,f57874ae837ab86821dc50fa1627cbca730c7578b145ad5c7d3499674dccf39f,5,5,exact_contig_match,131973789,132176170,1497,1497,0,1497,0,131974365,132175703,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__AFR.parquet,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__AFR.json,67578,c5b36e6330390d8805a0129f9bdd532a3faa09d43e66157b6ae4975b32997d22,,2026-07-24T20:26:36.839415+00:00
gt_8ec8b2adc38392c6__AMR,GBMI,gt_8ec8b2adc38392c6,CSF2,GBMI::Asthma,Asthma,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_3b43342a3123_Asthma_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,7534ec4fb9205dbbf1249a6611e42bff6996921dcc25c8973aea04a4b60aaa4c,5,5,exact_contig_match,131973789,132176170,555,555,0,555,0,131974365,132175448,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__AMR.parquet,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__AMR.json,29958,cc2b0f6b196dcac8e0e4703d292b4dd5f4793fbac75e8c7348518f463043e2d5,,2026-07-24T20:26:54.995976+00:00
gt_8ec8b2adc38392c6__CSA,GBMI,gt_8ec8b2adc38392c6,CSF2,GBMI::Asthma,Asthma,CSA,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_543e57982869_Asthma_Bothsex_sas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,dab00f1d0cd46eed5e017b3ebca90e5e0a932bd370f468831f46d418584915ec,5,5,exact_contig_match,131973789,132176170,552,552,0,552,0,131973835,132175504,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__CSA.parquet,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__CSA.json,29148,4986a2a2a8be423da1c714f9ca49198355ec34aa2342d2d193b6d221f3abd7eb,,2026-07-24T20:27:57.018093+00:00
gt_8ec8b2adc38392c6__EAS,GBMI,gt_8ec8b2adc38392c6,CSF2,GBMI::Asthma,Asthma,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_5984648da2e3_Asthma_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,01724c22525c9ed5482480dd9a382a3a82c33b4358e879e6b649182f844b5330,5,5,exact_contig_match,131973789,132176170,762,762,0,762,0,131974438,132176036,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__EAS.parquet,intermediate/15b3/GBMI/gt_8ec8b2adc38392c6__EAS.json,38746,57ee04a1e2437aad9fc700d943c3ee52538bb45b3f721210746e879f9a4be47e,,2026-07-24T20:27:13.327983+00:00
