trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID
Pan-UKB::biomarkers|30720|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30720|both_sexes||irnt,,biomarkers,30720,Cystatin C,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30720-both_sexes-irnt.tsv.bgz,biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6213.0,,h2_z_insignificant,940.0,,n_too_low,8422.0,,PASS,2573.0,,h2_z_insignificant,400940.0,,PASS,1500.0,,PASS
Pan-UKB::biomarkers|30730|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30730|both_sexes||irnt,,biomarkers,30730,Gamma glutamyltransferase,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EAS,EUR","CSA,EAS",2,verified_from_official_manifest,biomarkers-30730-both_sexes-irnt.tsv.bgz,biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6212.0,,h2_z_insignificant,938.0,,n_too_low,8422.0,,PASS,2569.0,,PASS,400751.0,,PASS,1498.0,,h2_z_insignificant
Pan-UKB::biomarkers|30750|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30750|both_sexes||irnt,,biomarkers,30750,Glycated haemoglobin (HbA1c),,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30750-both_sexes-irnt.tsv.bgz,biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5290.0,,h2_z_insignificant,922.0,,n_too_low,8329.0,,PASS,2566.0,,h2_z_insignificant,400825.0,,PASS,1502.0,,PASS
Pan-UKB::biomarkers|30760|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30760|both_sexes||irnt,,biomarkers,30760,HDL cholesterol,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30760-both_sexes-irnt.tsv.bgz,biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5754.0,,h2_z_insignificant,854.0,,n_too_low,7688.0,,PASS,2342.0,,h2_z_insignificant,367021.0,,PASS,1364.0,,h2_z_insignificant
Pan-UKB::biomarkers|30770|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30770|both_sexes||irnt,,biomarkers,30770,IGF-1,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EAS,EUR","CSA,EAS",2,verified_from_official_manifest,biomarkers-30770-both_sexes-irnt.tsv.bgz,biomarkers-30770-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30770-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6178.0,,h2_z_insignificant,934.0,,n_too_low,8364.0,,PASS,2560.0,,PASS,398797.0,,PASS,1493.0,,h2_z_insignificant
Pan-UKB::biomarkers|30780|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30780|both_sexes||irnt,,biomarkers,30780,LDL direct,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30780-both_sexes-irnt.tsv.bgz,biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6200.0,,h2_z_insignificant,938.0,,n_too_low,8404.0,,PASS,2568.0,,h2_z_insignificant,400223.0,,PASS,1498.0,,h2_z_insignificant
Pan-UKB::biomarkers|30810|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30810|both_sexes||irnt,,biomarkers,30810,Phosphate,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30810-both_sexes-irnt.tsv.bgz,biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5750.0,,h2_z_insignificant,854.0,,n_too_low,7685.0,,PASS,2342.0,,h2_z_insignificant,366484.0,,PASS,1360.0,,h2_z_insignificant
Pan-UKB::biomarkers|30830|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30830|both_sexes||irnt,,biomarkers,30830,SHBG,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30830-both_sexes-irnt.tsv.bgz,biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30830-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5709.0,,h2_z_insignificant,849.0,,n_too_low,7643.0,,PASS,2327.0,,h2_z_insignificant,363650.0,,PASS,1348.0,,h2_z_insignificant
Pan-UKB::biomarkers|30860|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30860|both_sexes||irnt,,biomarkers,30860,Total protein,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30860-both_sexes-irnt.tsv.bgz,biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5759.0,,h2_z_insignificant,856.0,,n_too_low,7696.0,,PASS,2342.0,,h2_z_insignificant,366758.0,,PASS,1362.0,,h2_z_insignificant
Pan-UKB::biomarkers|30870|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30870|both_sexes||irnt,,biomarkers,30870,Triglycerides,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,biomarkers-30870-both_sexes-irnt.tsv.bgz,biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6211.0,,PASS,937.0,,n_too_low,8415.0,,PASS,2570.0,,h2_z_insignificant,400639.0,,PASS,1499.0,,PASS
Pan-UKB::biomarkers|30890|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30890|both_sexes||irnt,,biomarkers,30890,Vitamin D,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,biomarkers-30890-both_sexes-irnt.tsv.bgz,biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6046.0,,PASS,892.0,,n_too_low,7380.0,,PASS,2484.0,,h2_z_insignificant,383324.0,,PASS,1390.0,,PASS
Pan-UKB::continuous|102|both_sexes||irnt,Pan-UKB,GRCh37,continuous|102|both_sexes||irnt,,continuous,102,"Pulse rate, automated reading",This is the pulse rate measured during the automated blood pressure readings.,,UK Biobank Assessment Centre > Physical measures > Blood pressure,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-102-both_sexes-irnt.tsv.bgz,continuous-102-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-102-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6551.0,,h2_z_insignificant,959.0,,n_too_low,8641.0,,PASS,2600.0,,h2_z_insignificant,396667.0,,PASS,1541.0,,h2_z_insignificant
Pan-UKB::continuous|1050|both_sexes||,Pan-UKB,GRCh37,continuous|1050|both_sexes||,,continuous,1050,Time spend outdoors in summer,"ACE touchscreen question ""In a typical DAY in summer, how many hours do you spend outdoors?"" The following checks were performed: If answer If answer > 24 then rejected If answer > 10 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend outdoors in summer varies a lot, give the average time per day. For example if you spend 1 hour a day on each weekday and 4 hours a day on the weekend, the total hours in a week is 13 (5 + 8), so you spend approximately 2 hours a day.",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-1050-both_sexes.tsv.bgz,continuous-1050-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1050-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1050-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5334.0,,h2_z_insignificant,858.0,,n_too_low,7094.0,,PASS,2035.0,,h2_z_insignificant,381494.0,,PASS,1369.0,,h2_z_insignificant
Pan-UKB::continuous|1110|both_sexes||,Pan-UKB,GRCh37,continuous|1110|both_sexes||,,continuous,1110,Length of mobile phone use,"ACE touchscreen question ""For approximately how many years have you been using a mobile phone at least once per week to make or receive calls?"" If the participant activated the Help button they were shown the message: Do not include time spent text messaging. If you are unsure, please provide an estimate or select Do not know.",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,quantitative_or_biomarker_candidate,"EUR,MID",MID,1,verified_from_official_manifest,continuous-1110-both_sexes.tsv.bgz,continuous-1110-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1110-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1110-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6320.0,,h2_z_insignificant,948.0,,n_too_low,8261.0,,h2_z_insignificant,2518.0,,h2_z_insignificant,415220.0,,PASS,1519.0,,PASS
Pan-UKB::continuous|1120|both_sexes||,Pan-UKB,GRCh37,continuous|1120|both_sexes||,,continuous,1120,Weekly usage of mobile phone in last 3 months,"ACE touchscreen question ""Over the last 3 months, on average how much time per week did you spend making or receiving calls on a mobile phone?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1120~ was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to ~F1110~",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-1120-both_sexes.tsv.bgz,continuous-1120-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1120-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1120-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5901.0,,h2_z_insignificant,845.0,,n_too_low,7154.0,,PASS,2201.0,,h2_z_insignificant,350662.0,,PASS,1365.0,,h2_z_insignificant
Pan-UKB::continuous|1140|both_sexes||,Pan-UKB,GRCh37,continuous|1140|both_sexes||,,continuous,1140,Difference in mobile phone use compared to two years previously,"ACE touchscreen question ""Is there any difference between your mobile phone use now compared to two years ago?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1140~ was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to ~F1110~",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-1140-both_sexes.tsv.bgz,continuous-1140-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1140-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1140-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5906.0,,h2_z_insignificant,826.0,,n_too_low,6779.0,,PASS,2132.0,,h2_z_insignificant,347207.0,,PASS,1317.0,,h2_z_insignificant
Pan-UKB::continuous|1160|both_sexes||,Pan-UKB,GRCh37,continuous|1160|both_sexes||,,continuous,1160,Sleep duration,"ACE touchscreen question ""About how many hours sleep do you get in every 24 hours? (please include naps)"" The following checks were performed: If answer If answer > 23 then rejected If answer If answer > 12 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks.",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,quantitative_or_biomarker_candidate,"EUR,MID",MID,1,verified_from_official_manifest,continuous-1160-both_sexes.tsv.bgz,continuous-1160-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1160-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1160-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6382.0,,h2_z_insignificant,959.0,,n_too_low,,,,2631.0,,h2_z_insignificant,418009.0,,PASS,1547.0,,PASS
Pan-UKB::continuous|1180|both_sexes||,Pan-UKB,GRCh37,continuous|1180|both_sexes||,,continuous,1180,Morning/evening person (chronotype),"ACE touchscreen question ""Do you consider yourself to be?"" If the participant activated the Help button they were shown the message: If this varies a lot, answer this question in relation to the last 4 weeks.",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,continuous-1180-both_sexes.tsv.bgz,continuous-1180-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1180-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1180-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5561.0,,h2_z_insignificant,884.0,,n_too_low,7517.0,,PASS,2343.0,,h2_z_insignificant,375390.0,,PASS,1359.0,,PASS
Pan-UKB::continuous|1239|both_sexes||,Pan-UKB,GRCh37,continuous|1239|both_sexes||,,continuous,1239,Current tobacco smoking,"ACE touchscreen question ""Do you smoke tobacco now?""",,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,continuous-1239-both_sexes.tsv.bgz,continuous-1239-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-1239-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-1239-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6572.0,,PASS,,,,8706.0,,PASS,2662.0,,h2_z_insignificant,420087.0,,PASS,1570.0,,PASS
