mesh_release,indication_mesh_id,indication_mesh_term,mesh_descriptor_name,mesh_category_code,mesh_category_name,tree_numbers,n_tree_numbers_in_category,term_matches_descriptor
2026,D015179,Colorectal Neoplasms,Colorectal Neoplasms,C06,Digestive System Diseases,C06.301.371.411.307|C06.405.249.411.307|C06.405.469.158.356|C06.405.469.491.307|C06.405.469.860.180,5,True
2026,D003424,Crohn Disease,Crohn Disease,C06,Digestive System Diseases,C06.405.205.731.500|C06.405.469.432.500,2,True
2026,D004381,Duodenal Ulcer,Duodenal Ulcer,C06,Digestive System Diseases,C06.405.469.275.800.348|C06.405.748.586.349,2,True
2026,D057765,Eosinophilic Esophagitis,Eosinophilic Esophagitis,C06,Digestive System Diseases,C06.405.117.620.209|C06.405.205.663.209,2,True
2026,D004938,Esophageal Neoplasms,Esophageal Neoplasms,C06,Digestive System Diseases,C06.301.371.205|C06.405.117.430|C06.405.249.205,3,True
2026,D042882,Gallstones,Gallstones,C06,Digestive System Diseases,C06.130.409.633|C06.130.564.332.500,2,True
2026,D005764,Gastroesophageal Reflux,Gastroesophageal Reflux,C06,Digestive System Diseases,C06.405.117.119.500.484,1,True
2026,D005770,Gastrointestinal Neoplasms,Gastrointestinal Neoplasms,C06,Digestive System Diseases,C06.301.371|C06.405.249,2,True
2026,D015212,Inflammatory Bowel Diseases,Inflammatory Bowel Diseases,C06,Digestive System Diseases,C06.405.205.731|C06.405.469.432,2,True
2026,D008103,Liver Cirrhosis,Liver Cirrhosis,C06,Digestive System Diseases,C06.552.630,1,True
2026,D008105,"Liver Cirrhosis, Biliary","Liver Cirrhosis, Biliary",C06,Digestive System Diseases,C06.130.120.135.250.250|C06.552.150.250|C06.552.630.400,3,True
2026,D008107,Liver Diseases,Liver Diseases,C06,Digestive System Diseases,C06.552,1,True
2026,D065626,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,C06,Digestive System Diseases,C06.552.241.519,1,True
2026,D013274,Stomach Neoplasms,Stomach Neoplasms,C06,Digestive System Diseases,C06.301.371.767|C06.405.249.767|C06.405.748.789,3,True
2026,D013276,Stomach Ulcer,Stomach Ulcer,C06,Digestive System Diseases,C06.405.469.275.800.849|C06.405.748.586.849,2,True
2026,D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,C06,Digestive System Diseases,C06.552.074,1,True
2026,D009303,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasms,C07,Stomatognathic Diseases,C07.550.350.650|C07.550.745.650,2,True
2026,D012859,Sjogren's Syndrome,Sjogren's Syndrome,C07,Stomatognathic Diseases,C07.465.815.929.669,1,True
2026,D001249,Asthma,Asthma,C08,Respiratory Tract Diseases,C08.127.108|C08.381.495.108|C08.674.095,3,True
2026,D029481,"Bronchitis, Chronic","Bronchitis, Chronic",C08,Respiratory Tract Diseases,C08.127.446.567|C08.381.495.146.567|C08.381.495.389.500|C08.730.099.567,4,True
2026,D000086382,COVID-19,COVID-19,C08,Respiratory Tract Diseases,C08.381.677.807.500|C08.730.610.763.500,2,True
2026,D002289,"Carcinoma, Non-Small-Cell Lung","Carcinoma, Non-Small-Cell Lung",C08,Respiratory Tract Diseases,C08.381.540.140.500|C08.785.520.100.220.500,2,True
2026,D008175,Lung Neoplasms,Lung Neoplasms,C08,Respiratory Tract Diseases,C08.381.540|C08.785.520,2,True
2026,D009298,Nasal Polyps,Nasal Polyps,C08,Respiratory Tract Diseases,C08.460.572,1,True
2026,D029424,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",C08,Respiratory Tract Diseases,C08.381.495.389,1,True
2026,D011655,Pulmonary Embolism,Pulmonary Embolism,C08,Respiratory Tract Diseases,C08.381.746,1,True
2026,D012220,Rhinitis,Rhinitis,C08,Respiratory Tract Diseases,C08.460.799|C08.730.674,2,True
2026,D065631,"Rhinitis, Allergic","Rhinitis, Allergic",C08,Respiratory Tract Diseases,C08.460.799.315|C08.674.453,2,True
2026,D006255,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",C08,Respiratory Tract Diseases,C08.460.799.315.750|C08.674.453.750,2,True
2026,D012852,Sinusitis,Sinusitis,C08,Respiratory Tract Diseases,C08.460.692.752|C08.730.749,2,True
2026,D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,C08,Respiratory Tract Diseases,C08.381.540.140.750|C08.785.520.100.220.750,2,True
2026,D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,C08,Respiratory Tract Diseases,C08.381.112,1,True
2026,D009298,Nasal Polyps,Nasal Polyps,C09,Otorhinolaryngologic Diseases,C09.603.557,1,True
2026,D009303,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasms,C09,Otorhinolaryngologic Diseases,C09.647.710.650|C09.775.350.650|C09.775.549.650,3,True
2026,D012220,Rhinitis,Rhinitis,C09,Otorhinolaryngologic Diseases,C09.603.799,1,True
2026,D065631,"Rhinitis, Allergic","Rhinitis, Allergic",C09,Otorhinolaryngologic Diseases,C09.603.799.315,1,True
2026,D006255,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",C09,Otorhinolaryngologic Diseases,C09.603.799.315.750,1,True
2026,D012852,Sinusitis,Sinusitis,C09,Otorhinolaryngologic Diseases,C09.603.692.752,1,True
2026,D000544,Alzheimer Disease,Alzheimer Disease,C10,Nervous System Diseases,C10.228.140.380.100|C10.574.945.249,2,True
2026,D000690,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,C10,Nervous System Diseases,C10.228.854.139|C10.574.562.250|C10.574.950.050|C10.668.467.250,4,True
2026,D003704,Dementia,Dementia,C10,Nervous System Diseases,C10.228.140.380,1,True
2026,D003929,Diabetic Neuropathies,Diabetic Neuropathies,C10,Nervous System Diseases,C10.668.829.300,1,True
2026,D020920,Dyssomnias,Dyssomnias,C10,Nervous System Diseases,C10.886.425,1,True
2026,D004828,"Epilepsies, Partial","Epilepsies, Partial",C10,Nervous System Diseases,C10.228.140.490.360,1,True
2026,D004827,Epilepsy,Epilepsy,C10,Nervous System Diseases,C10.228.140.490,1,True
2026,D004829,"Epilepsy, Generalized","Epilepsy, Generalized",C10,Nervous System Diseases,C10.228.140.490.375,1,True
2026,D057180,Frontotemporal Dementia,Frontotemporal Dementia,C10,Nervous System Diseases,C10.228.140.380.266.299|C10.574.950.300.299,2,True
2026,D006712,Homocystinuria,Homocystinuria,C10,Nervous System Diseases,C10.228.140.163.100.365,1,True
2026,D020177,Idiopathic Hypersomnia,Idiopathic Hypersomnia,C10,Nervous System Diseases,C10.886.425.800.200.400,1,True
2026,D008881,Migraine Disorders,Migraine Disorders,C10,Nervous System Diseases,C10.228.140.546.399.750,1,True
2026,D009103,Multiple Sclerosis,Multiple Sclerosis,C10,Nervous System Diseases,C10.114.375.500|C10.314.350.500,2,True
2026,D019578,Multiple System Atrophy,Multiple System Atrophy,C10,Nervous System Diseases,C10.177.575.550|C10.228.140.079.612|C10.228.662.550|C10.574.928.625,4,True
2026,D009223,Myotonic Dystrophy,Myotonic Dystrophy,C10,Nervous System Diseases,C10.574.500.547|C10.668.491.175.500.500|C10.668.491.606.750,3,True
2026,D009290,Narcolepsy,Narcolepsy,C10,Nervous System Diseases,C10.886.425.800.200.750,1,True
2026,D009437,Neuralgia,Neuralgia,C10,Nervous System Diseases,C10.668.829.600,1,True
2026,D010300,Parkinson Disease,Parkinson Disease,C10,Nervous System Diseases,C10.228.140.079.862.500|C10.228.662.600.400|C10.574.928.750,3,True
2026,D012148,Restless Legs Syndrome,Restless Legs Syndrome,C10,Nervous System Diseases,C10.803|C10.886.425.800.700|C10.886.659.634,3,True
2026,D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm",C10,Nervous System Diseases,C10.281.800|C10.886.425.200,2,True
2026,D007319,Sleep Initiation and Maintenance Disorders,Sleep Initiation and Maintenance Disorders,C10,Nervous System Diseases,C10.886.425.800.800,1,True
2026,D012893,Sleep Wake Disorders,Sleep Wake Disorders,C10,Nervous System Diseases,C10.886,1,True
2026,D058496,Smith-Magenis Syndrome,Smith-Magenis Syndrome,C10,Nervous System Diseases,C10.281.900,1,True
2026,D020521,Stroke,Stroke,C10,Nervous System Diseases,C10.228.140.300.775,1,True
2026,D013494,"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive",C10,Nervous System Diseases,C10.228.140.079.882|C10.228.662.700|C10.292.562.750.500|C10.574.945.500|C10.597.622.447.690,5,True
2026,D000417,Albinism,Albinism,C11,Eye Diseases,C11.270.040,1,True
2026,D005901,Glaucoma,Glaucoma,C11,Eye Diseases,C11.525.381,1,True
2026,D008269,Macular Edema,Macular Edema,C11,Eye Diseases,C11.768.585.439.245,1,True
2026,D009216,Myopia,Myopia,C11,Eye Diseases,C11.744.636,1,True
2026,D012164,Retinal Diseases,Retinal Diseases,C11,Eye Diseases,C11.768,1,True
2026,D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,C11,Eye Diseases,C11.768.760,1,True
2026,D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,C11,Eye Diseases,C11.270.684|C11.768.585.658.500,2,True
2026,D012859,Sjogren's Syndrome,Sjogren's Syndrome,C11,Eye Diseases,C11.496.260.719,1,True
2026,D013494,"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive",C11,Eye Diseases,C11.590.472.500,1,True
2026,D057135,Wet Macular Degeneration,Wet Macular Degeneration,C11,Eye Diseases,C11.768.585.439.622,1,True
2026,D058186,Acute Kidney Injury,Acute Kidney Injury,C12,Urogenital Diseases,C12.050.351.968.419.780.050|C12.200.777.419.780.050|C12.950.419.780.050,3,True
2026,D003928,Diabetic Nephropathies,Diabetic Nephropathies,C12,Urogenital Diseases,C12.050.351.968.419.192|C12.200.777.419.192|C12.950.419.192,3,True
2026,D016889,Endometrial Neoplasms,Endometrial Neoplasms,C12,Urogenital Diseases,C12.050.351.500.852.762.200|C12.050.351.937.418.875.200|C12.100.250.852.762.200|C12.900.418.875.200,4,True
2026,D004715,Endometriosis,Endometriosis,C12,Urogenital Diseases,C12.050.351.500.163|C12.100.250.163,2,True
2026,D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",C12,Urogenital Diseases,C12.050.351.968.419.570.363.608|C12.200.777.419.570.363.608|C12.950.419.570.363.608,3,True
2026,D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",C12,Urogenital Diseases,C12.050.351.968.419.570.363.640|C12.200.777.419.570.363.660|C12.950.419.570.363.640,3,True
2026,D007676,"Kidney Failure, Chronic","Kidney Failure, Chronic",C12,Urogenital Diseases,C12.050.351.968.419.780.750.500|C12.200.777.419.780.750.500|C12.950.419.780.750.500,3,True
2026,D007680,Kidney Neoplasms,Kidney Neoplasms,C12,Urogenital Diseases,C12.050.351.937.820.535|C12.050.351.968.419.473|C12.200.758.820.750|C12.200.777.419.473|C12.900.820.535|C12.950.419.473|C12.950.983.535,7,True
2026,D008181,Lupus Nephritis,Lupus Nephritis,C12,Urogenital Diseases,C12.050.351.968.419.570.363.680|C12.200.777.419.570.363.680|C12.950.419.570.363.680,3,True
2026,D010051,Ovarian Neoplasms,Ovarian Neoplasms,C12,Urogenital Diseases,C12.050.351.500.056.630.705|C12.050.351.937.418.685|C12.100.250.056.630.705|C12.900.418.685,4,True
2026,D011085,Polycystic Ovary Syndrome,Polycystic Ovary Syndrome,C12,Urogenital Diseases,C12.050.351.500.056.630.580.765|C12.100.250.056.630.580.765,2,True
2026,D011470,Prostatic Hyperplasia,Prostatic Hyperplasia,C12,Urogenital Diseases,C12.100.500.565.500|C12.200.294.565.500,2,True
2026,D011471,Prostatic Neoplasms,Prostatic Neoplasms,C12,Urogenital Diseases,C12.100.500.260.750|C12.100.500.565.625|C12.200.294.260.750|C12.200.294.565.625|C12.200.758.409.750|C12.900.619.750,6,True
2026,D051437,Renal Insufficiency,Renal Insufficiency,C12,Urogenital Diseases,C12.050.351.968.419.780|C12.200.777.419.780|C12.950.419.780,3,True
2026,D013736,Testicular Neoplasms,Testicular Neoplasms,C12,Urogenital Diseases,C12.100.500.260.937|C12.200.294.260.937|C12.200.758.409.937|C12.900.619.937,4,True
2026,D014523,Urethral Neoplasms,Urethral Neoplasms,C12,Urogenital Diseases,C12.050.351.937.820.890|C12.050.351.968.767.601|C12.200.758.820.937|C12.200.777.767.601|C12.900.820.890|C12.950.767.601|C12.950.983.890,7,True
2026,D001749,Urinary Bladder Neoplasms,Urinary Bladder Neoplasms,C12,Urogenital Diseases,C12.050.351.937.820.945|C12.050.351.968.829.707|C12.200.758.820.968|C12.200.777.829.813|C12.900.820.945|C12.950.829.707|C12.950.983.945,7,True
2026,D014565,Urogenital Neoplasms,Urogenital Neoplasms,C12,Urogenital Diseases,C12.050.351.937|C12.200.758|C12.900,3,True
2026,D001145,"Arrhythmias, Cardiac","Arrhythmias, Cardiac",C14,Cardiovascular Diseases,C14.280.067,1,True
2026,D050197,Atherosclerosis,Atherosclerosis,C14,Cardiovascular Diseases,C14.907.137.126.307,1,True
2026,D001281,Atrial Fibrillation,Atrial Fibrillation,C14,Cardiovascular Diseases,C14.280.067.198,1,True
2026,D002318,Cardiovascular Diseases,Cardiovascular Diseases,C14,Cardiovascular Diseases,C14,1,True
2026,D017719,Diabetic Foot,Diabetic Foot,C14,Cardiovascular Diseases,C14.907.320.191,1,True
2026,D006333,Heart Failure,Heart Failure,C14,Cardiovascular Diseases,C14.280.434,1,True
2026,D006973,Hypertension,Hypertension,C14,Cardiovascular Diseases,C14.907.489,1,True
2026,D009101,Multiple Myeloma,Multiple Myeloma,C14,Cardiovascular Diseases,C14.907.454.460,1,True
2026,D009203,Myocardial Infarction,Myocardial Infarction,C14,Cardiovascular Diseases,C14.280.647.500|C14.907.585.500,2,True
2026,D010493,Pericarditis,Pericarditis,C14,Cardiovascular Diseases,C14.280.720,1,True
2026,D016491,Peripheral Vascular Diseases,Peripheral Vascular Diseases,C14,Cardiovascular Diseases,C14.907.617,1,True
2026,D011655,Pulmonary Embolism,Pulmonary Embolism,C14,Cardiovascular Diseases,C14.907.355.350.700,1,True
2026,D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,C14,Cardiovascular Diseases,C14.907.355.830.925.650|C14.907.760,2,True
2026,D020521,Stroke,Stroke,C14,Cardiovascular Diseases,C14.907.253.855,1,True
2026,D017180,"Tachycardia, Ventricular","Tachycardia, Ventricular",C14,Cardiovascular Diseases,C14.280.067.845.940|C14.280.123.875.940,2,True
2026,D013625,Takayasu Arteritis,Takayasu Arteritis,C14,Cardiovascular Diseases,C14.907.109.239.650|C14.907.940.090.800,2,True
2026,D013924,Thrombophlebitis,Thrombophlebitis,C14,Cardiovascular Diseases,C14.907.355.830.925.770|C14.907.617.718.788|C14.907.940.740.910,3,True
2026,D013927,Thrombosis,Thrombosis,C14,Cardiovascular Diseases,C14.907.355.830,1,True
2026,D014647,Varicose Ulcer,Varicose Ulcer,C14,Cardiovascular Diseases,C14.907.927.730,1,True
2026,D014657,Vasculitis,Vasculitis,C14,Cardiovascular Diseases,C14.907.940,1,True
2026,D020246,Venous Thrombosis,Venous Thrombosis,C14,Cardiovascular Diseases,C14.907.355.830.925,1,True
2026,D000740,Anemia,Anemia,C15,Hemic and Lymphatic Diseases,C15.378.050,1,True
2026,D000755,"Anemia, Sickle Cell","Anemia, Sickle Cell",C15,Hemic and Lymphatic Diseases,C15.378.050.141.150.150|C15.378.420.155,2,True
2026,D001778,Blood Coagulation Disorders,Blood Coagulation Disorders,C15,Hemic and Lymphatic Diseases,C15.378.100,1,True
2026,D057765,Eosinophilic Esophagitis,Eosinophilic Esophagitis,C15,Hemic and Lymphatic Diseases,C15.378.553.231.341,1,True
2026,D005168,Factor VII Deficiency,Factor VII Deficiency,C15,Hemic and Lymphatic Diseases,C15.378.100.100.310|C15.378.100.141.310|C15.378.463.310,3,True
2026,D005173,Factor XI Deficiency,Factor XI Deficiency,C15,Hemic and Lymphatic Diseases,C15.378.100.100.325|C15.378.100.141.325|C15.378.463.325,3,True
2026,D019337,Hematologic Neoplasms,Hematologic Neoplasms,C15,Hemic and Lymphatic Diseases,C15.378.400,1,True
2026,D006467,Hemophilia A,Hemophilia A,C15,Hemic and Lymphatic Diseases,C15.378.100.100.500|C15.378.100.141.500|C15.378.463.500,3,True
2026,D006689,Hodgkin Disease,Hodgkin Disease,C15,Hemic and Lymphatic Diseases,C15.604.515.569.355,1,True
2026,D017681,Hypereosinophilic Syndrome,Hypereosinophilic Syndrome,C15,Hemic and Lymphatic Diseases,C15.378.553.231.549,1,True
2026,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",C15,Hemic and Lymphatic Diseases,C15.378.508.428.080.125|C15.604.515.560.080.125,2,True
2026,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",C15,Hemic and Lymphatic Diseases,C15.378.190.636.370|C15.378.508.539.250,2,True
2026,D007970,Leukopenia,Leukopenia,C15,Hemic and Lymphatic Diseases,C15.378.243.750|C15.378.553.546,2,True
2026,D008223,Lymphoma,Lymphoma,C15,Hemic and Lymphatic Diseases,C15.604.515.569,1,True
2026,D008224,"Lymphoma, Follicular","Lymphoma, Follicular",C15,Hemic and Lymphatic Diseases,C15.604.515.569.480.350,1,True
2026,D009101,Multiple Myeloma,Multiple Myeloma,C15,Hemic and Lymphatic Diseases,C15.378.147.780.650|C15.378.463.515.460,2,True
2026,D009196,Myeloproliferative Disorders,Myeloproliferative Disorders,C15,Hemic and Lymphatic Diseases,C15.378.190.636,1,True
2026,D009503,Neutropenia,Neutropenia,C15,Hemic and Lymphatic Diseases,C15.378.243.750.184.564|C15.378.553.546.184.564,2,True
2026,D011087,Polycythemia Vera,Polycythemia Vera,C15,Hemic and Lymphatic Diseases,C15.378.190.250.500|C15.378.190.636.753|C15.378.400.200.500,3,True
2026,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,C15,Hemic and Lymphatic Diseases,C15.378.508.428.600|C15.604.515.560.600,2,True
2026,D055728,Primary Myelofibrosis,Primary Myelofibrosis,C15,Hemic and Lymphatic Diseases,C15.378.190.636.765,1,True
2026,D016553,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic",C15,Hemic and Lymphatic Diseases,C15.378.100.802.687.600|C15.378.140.855.925.750.600|C15.378.243.937.925.750.600|C15.378.463.740,4,True
2026,D012507,Sarcoidosis,Sarcoidosis,C15,Hemic and Lymphatic Diseases,C15.604.515.827,1,True
2026,D013789,Thalassemia,Thalassemia,C15,Hemic and Lymphatic Diseases,C15.378.050.141.150.875|C15.378.420.826,2,True
2026,D013921,Thrombocytopenia,Thrombocytopenia,C15,Hemic and Lymphatic Diseases,C15.378.140.855|C15.378.243.937,2,True
2026,D013922,Thrombocytosis,Thrombocytosis,C15,Hemic and Lymphatic Diseases,C15.378.140.860|C15.378.190.636.860,2,True
2026,D014842,von Willebrand Diseases,von Willebrand Diseases,C15,Hemic and Lymphatic Diseases,C15.378.100.100.900|C15.378.100.141.900|C15.378.140.900|C15.378.463.920,4,True
2026,D000417,Albinism,Albinism,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.290.040|C16.320.565.100.102|C16.320.850.080,3,True
2026,D000755,"Anemia, Sickle Cell","Anemia, Sickle Cell",C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.070.150|C16.320.365.155,2,True
2026,D003414,Crigler-Najjar Syndrome,Crigler-Najjar Syndrome,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.300.281,1,True
2026,D003876,"Dermatitis, Atopic","Dermatitis, Atopic",C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.850.210,1,True
2026,D005168,Factor VII Deficiency,Factor VII Deficiency,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.099.310,1,True
